OrderID,OrderDate,CustomerID,CustomerType,Region,State,Product,Category,Quantity,UnitPrice,Discount,SalesChannel,PaymentMethod,ShippingMethod,Returned,CustomerRating
ORD-107767,3/1/2026,CUST-3834,Returning,Southeast,FL,Desk Organizer,Home & Office,1,25.42,0,Marketplace,Apple Pay,Express,No,4
ORD-106902,4/4/2025,CUST-4660,Returning,West,CA,Jacket,Clothing,5,121.67,0.1,Marketplace,Credit Card,Standard,No,3
ORD-105563,########,CUST-1574,Returning,west,CA,Desk Organizer,Home & Office,4,26.23,0,Online,PayPal,Standard,No,5
ORD-104411,########,CUST-2879,Returning,Southeast,GA,Bluetooth Speaker,Electronics,2,68,0,Retail Store,Bank Transfer,2-Day,No,4
ORD-100534,########,CUST-1975,Returning,Southeast,NC,Mechanical Keyboard,Electronics,2,88.03,0,Online,Credit Card,Standard,No,5
ORD-105291,9/5/2025,CUST-4776,Returning,Southwest,TX,Smart Watch,Electronics,2,161.52,0,Retail Store,PayPal,Express,No,5
ORD-102069,########,CUST-3549,VIP,Southeast,FL,Backpack,Clothing,1,47.32,0.05,Online,Debit Card,Standard,No,4
ORD-106892,1/9/2025,CUST-5850,New,West,OR,Mechanical Keyboard,Electronics,1,98.56,0,Retail Store,Bank Transfer,Standard,No,5
ORD-103089,6/5/2026,CUST-6541,Returning,West,CA,Wireless Mouse,,2,32.59,0.2,Online,Credit Card,Express,No,1
ORD-102158,########,CUST-5307,New,Northeast,PA,Desk Organizer,Home & Office,1,25.39,0.1,Online,Bank Transfer,Express,No,4
ORD-101988,########,CUST-6038,New,Northeast,CT,Foam Roller,Fitness,2,27.69,0,Online,Debit Card,Standard,No,4
ORD-110246,2/1/2025,CUST-6124,Returning,Midwest,MO,Desk Organizer,Home & Office,1,26.92,0,Corporate,Apple Pay,Next Day,No,5
ORD-111137,########,CUST-4283,Returning,Southwest,TX,Running Shoes,Clothing,3,87.83,0.05,Online,Debit Card,Express,No,
ORD-110643,########,CUST-1519,Returning,Northeast,NJ,Standing Desk,Home & Office,3,314.63,0,Retail Store,PayPal,2-Day,No,5
ORD-103950,3/3/2026,CUST-1911,Returning,Midwest,IL,Bluetooth Speaker,Electronics,5,75.45,0.1,Corporate,Debit Card,Next Day,No,5
ORD-101012,########,CUST-4053,Returning,Southeast,NC,Dumbbell Set,Fitness,1,139.43,0.15,Online,Apple Pay,Standard,No,5
ORD-109790,########,CUST-5453,New,Southeast,VA,Bluetooth Speaker,Electronics,2,68.83,0,Online,Credit Card,Standard,No,4
ORD-103716,3/2/2025,CUST-6519,VIP,Southwest,TX,Office Chair,Home & Office,1,175.76,0,Retail Store,PayPal,2-Day,No,5
ORD-108242,########,CUST-3628,New,Southeast,GA,Dumbbell Set,Fitness,3,120.62,0,Online,PayPal,Standard,No,4
ORD-107565,########,CUST-1356,Returning,Southeast,TN,USB-C Hub,Electronics,3,38.12,0,Online,Credit Card,Standard,No,5
ORD-108230,########,CUST-5742,New,Northeast,NY,Running Shoes,Clothing,2,79.11,0.05,Online,PayPal,Standard,No,4
ORD-105792,########,CUST-4879,New,West,OR,Desk Lamp,Home & Office,1,42.23,0.05,Online,Debit Card,Standard,Yes,5
ORD-102463,########,CUST-5536,Returning,West,NV,Mechanical Keyboard,Electronics,1,$99.64,0.15,Retail Store,Apple Pay,Standard,No,3
ORD-100065,########,CUST-2848,Returning,Northeast,MA,Wireless Mouse,Electronics,2,33.13,0,Retail Store,Bank Transfer,Standard,Yes,2
ORD-111759,########,CUST-4428,Returning,Southeast,TN,Smart Watch,Electronics,2,143.51,0,Retail Store,PayPal,Express,No,4
ORD-111211,5/3/2025,CUST-1259,New,West,CA,Desk Lamp,,3,47.54,0.1,Online,Bank Transfer,Standard,No,3
ORD-106810,########,CUST-4903,Returning,Southwest,TX,Standing Desk,Home & Office,2,332.77,0.05,Online,Credit Card,Standard,No,4
ORD-104322,9/2/2025,CUST-5480,New,West,AZ,Smart Watch,Electronics,3,141.09,0,Online,Bank Transfer,Standard,No,3
ORD-107194,9/6/2025,CUST-1550,New,West,AZ,T-Shirt,Clothing,4,26.45,0.05,Corporate,Debit Card,Standard,No,3
ORD-110620,4/7/2025,CUST-4788,Returning,Midwest,MN,Bluetooth Speaker,Electronics,1,75.29,0.05,Online,Credit Card,Express,No,4
ORD-110852,########,CUST-3468,New,Southeast,TN,Wireless Headphones,Electronics,2,94.3,0,Retail Store,Apple Pay,Express,No,5
ORD-102479,4/8/2026,CUST-4551,VIP,West,NV,Wireless Headphones,Electronics,4,93.36,0,Online,Bank Transfer,Standard,No,1
ORD-110029,7/5/2026,CUST-4170,New,West,CA,USB-C Hub,Electronics,1,42.3,0,Retail Store,Credit Card,Express,Yes,5
ORD-110126,########,CUST-6493,Returning,Southwest,NM,Dumbbell Set,Fitness,1,126.92,0.05,Online,PayPal,Express,No,5
ORD-103318,2/8/2025,CUST-5996,Returning,Midwest,MI,Hoodie,Clothing,1,51.83,0.05,Marketplace,Debit Card,Standard,No,2
ORD-100245,########,CUST-2720,New,southeast,FL,Office Chair,Home & Office,2,176.59,0,Online,Credit Card,2-Day,No,5
ORD-105703,########,CUST-2257,Returning,Midwest,MN,Water Bottle,Fitness,3,20.69,0.05,Retail Store,PayPal,Standard,No,
ORD-102062,########,CUST-1858,VIP,Southwest,NM,Foam Roller,Fitness,1,30.12,0,Online,Apple Pay,2-Day,No,
ORD-108686,2/8/2026,CUST-3908,New,West,AZ,Wireless Mouse,Electronics,1,35.31,0.1,Retail Store,Debit Card,Standard,No,5
ORD-104809,########,CUST-3492,Returning,Northeast,MA,Desk Organizer,Home & Office,1,23.09,0.2,Retail Store,PayPal,Standard,No,2
ORD-112324,4/3/2025,CUST-2802,New,Northeast,PA,Mechanical Keyboard,Electronics,1,101.04,0,Retail Store,Debit Card,2-Day,No,
ORD-108940,########,CUST-4244,New,Midwest,MN,Smart Watch,Electronics,5,148.01,0,Online,Credit Card,Standard,No,5
ORD-109285,########,CUST-5338,Returning,Northeast,CT,Water Bottle,fitness,4,18.8,0.05,Online,Bank Transfer,Standard,Yes,5
ORD-101547,########,CUST-6292,Returning,Southeast,FL,Smart Watch,Electronics,3,146.37,0,Retail Store,Credit Card,Express,No,4
ORD-109045,########,CUST-3480,New,Midwest,MI,Mechanical Keyboard,ELECTRONICS,2,93.44,0,Marketplace,Credit Card,,No,5
ORD-104321,########,CUST-3053,New,Southwest,OK,Smart Watch,Electronics,1,160.98,0.2,Corporate,Apple Pay,Standard,Yes,2
ORD-107817,########,CUST-5320,Returning,West,NV,Backpack,Clothing,4,49.24,0.2,Retail Store,PayPal,Standard,No,2
ORD-107459,########,CUST-1581,Returning,Midwest,MN,Wireless Headphones,Electronics,1,94.96,0,Corporate,Credit Card,2-Day,No,5
ORD-109740,########,CUST-2659,Returning,Northeast,CT,Running Shoes,Clothing,2,84.78,0.05,Retail Store,Credit Card,Express,Yes,3
ORD-101705,2/2/2026,CUST-2840,Returning,Southeast,FL,Mechanical Keyboard,Electronics,1,94.08,0,Retail Store,Credit Card,Express,No,3
ORD-108532,########,CUST-3522,VIP,Southwest,TX,Jeans,Clothing,2,$61.10,0.1,Corporate,Apple Pay,Standard,No,3
ORD-103233,8/3/2025,CUST-2846,New,West,CA,Fitness Tracker,Fitness,4,82.95,0,Marketplace,PayPal,Standard,No,3
ORD-107043,1/5/2025,CUST-4631,Returning,Northeast,NY,Office Chair,Home & Office,1,194.85,0,Marketplace,Apple Pay,Express,No,3
ORD-100987,3/8/2026,CUST-3146,Returning,Southwest,OK,Desk Lamp,Home & Office,3,$43.06,0.05,Retail Store,Bank Transfer,Next Day,No,2
ORD-102041,########,CUST-3788,New,West,NV,Foam Roller,Fitness,4,29.85,0.2,Retail Store,PayPal,2-Day,No,4
ORD-101224,########,CUST-1113,New,Southwest,OK,Jacket,Clothing,2,$119.92,0,Online,Apple Pay,2-Day,No,
ORD-102659,9/3/2025,CUST-3094,Returning,Midwest,MN,Hoodie,Clothing,1,52.16,0.2,Retail Store,Credit Card,Express,No,5
ORD-104950,1/9/2025,CUST-3413,New,Southwest,OK,Wireless Headphones,Electronics,1,93.45,0,Marketplace,Bank Transfer,Standard,No,5
ORD-108693,########,CUST-5768,Returning,Midwest,IL,Mechanical Keyboard,Electronics,2,98.73,0.1,Retail Store,Debit Card,2-Day,No,3
ORD-110351,########,CUST-2993,New,West,AZ,Mechanical Keyboard,Electronics,3,93.23,0.15,Online,PayPal,2-Day,No,4
ORD-108067,########,CUST-6581,new,West,NV,Bluetooth Speaker,Electronics,1,72.23,0,Retail Store,Debit Card,Next Day,No,5
ORD-109261,7/3/2026,CUST-4986,Returning,Northeast,MA,Dumbbell Set,Fitness,2,121.81,0,Online,Bank Transfer,Standard,No,3
ORD-104561,########,CUST-3956,Returning,Midwest,OH,Hoodie,Clothing,2,$59.32,0,Online,Debit Card,Express,No,4
ORD-102893,1/7/2026,CUST-5660,New,Midwest,MI,Desk Lamp,Home & Office,2,43.3,0.1,Marketplace,Credit Card,Express,No,4
ORD-101558,########,CUST-2291,Returning,Southwest,NM,Hoodie,Clothing,1,56.59,0.05,Retail Store,Bank Transfer,Next Day,No,2
ORD-105609,5/7/2026,CUST-4322,Returning,West,AZ,Wireless Headphones,Electronics,3,85.19,0.1,Corporate,Credit Card,Standard,No,1
ORD-107026,8/2/2025,CUST-2313,Returning,West,CA,Desk Lamp,Home & Office,1,41.47,0.1,Corporate,Credit Card,2-Day,No,5
ORD-104270,########,CUST-2603,returning,Southeast,NC,Notebook Set,Home & Office,1,20,0,Online,PayPal,Standard,Yes,4
ORD-103445,7/7/2026,CUST-4713,Returning,Midwest,IL,Smart Watch,Electronics,2,140.43,0.15,Retail Store,Apple Pay,Express,No,3
ORD-111523,########,CUST-1842,Returning,Southeast,TN,Hoodie,Clothing,2,52.57,0.15,Online,PayPal,Express,No,5
ORD-104646,########,CUST-5831,RETURNING,Northeast,NY,Bluetooth Speaker,Electronics,1,69.1,0.1,Online,PayPal,Standard,Yes,5
ORD-108222,########,CUST-5661,Returning,Midwest,MN,Standing Desk,HOME & OFFICE,2,342.84,0.15,Retail Store,Credit Card,Standard,No,5
ORD-101211,########,CUST-5521,Returning,Southwest,OK,Notebook Set,Home & Office,1,20.23,0,Online,Apple Pay,Standard,No,5
ORD-107793,6/9/2025,CUST-5009,New,Midwest,IL,Bluetooth Speaker,Electronics,2,66.1,0.05,Online,Credit Card,Standard,No,4
ORD-111439,########,CUST-2957,VIP,West,NV,Dumbbell Set,Fitness,4,140.26,0.1,Retail Store,Debit Card,Express,No,5
ORD-105909,8/7/2025,CUST-1786,Returning,Midwest,MO,USB-C Hub,Electronics,1,38.58,0.05,Online,PayPal,Next Day,No,1
ORD-109535,########,CUST-4676,New,West,WA,Backpack,Clothing,2,49.63,0.15,Retail Store,Credit Card,2-Day,No,5
ORD-102417,4/7/2026,CUST-3033,Returning,Midwest,IL,Monitor Stand,Home & Office,4,63.25,0.05,Corporate,Credit Card,Express,No,4
ORD-102340,########,CUST-5010,New,Southeast,GA,Hoodie,Clothing,1,50.84,0.15,Retail Store,PayPal,2-Day,No,5
ORD-102769,########,CUST-4683,New,Midwest,IL,Hoodie,Clothing,1,54.46,0,Online,PayPal,2-Day,No,4
ORD-105458,8/1/2025,CUST-4992,New,Southwest,OK,Bluetooth Speaker,Electronics,1,72.6,0,Retail Store,PayPal,Express,No,5
ORD-111382,########,CUST-5480,Returning,West,AZ,Jeans,Clothing,1,64.66,0,Online,PayPal,Standard,No,
ORD-103403,########,CUST-4578,New,WEST,OR,Jeans,Clothing,4,67.65,0.2,Online,Debit Card,2-Day,No,4
ORD-102968,########,CUST-1419,New,West,WA,Bluetooth Speaker,Electronics,2,73.1,0.2,Retail Store,Bank Transfer,Next Day,Yes,4
ORD-100693,########,CUST-4434,Returning,Northeast,PA,Smart Watch,Electronics,1,$152.29,0.05,Online,PayPal,2-Day,No,
ORD-106076,########,CUST-5297,New,Northeast,CT,T-Shirt,Clothing,2,$25.82,0.05,Online,Debit Card,Standard,No,5
ORD-107623,########,CUST-4954,Returning,Midwest,MI,Office Chair,Home & Office,1,203.85,0.05,Retail Store,Credit Card,Standard,No,
ORD-110502,2/2/2025,CUST-5161,New,Southeast,TN,Jeans,Clothing,1,62.84,0.1,Online,Credit Card,Standard,No,4
ORD-109107,3/2/2026,CUST-4169,Returning,Midwest,OH,Wireless Headphones,Electronics,2,$88.20,0,Retail Store,PayPal,Standard,No,5
ORD-110638,3/7/2026,CUST-2660,Returning,Southeast,VA,T-Shirt,Clothing,1,23.14,0.1,Online,Credit Card,Standard,No,
ORD-103314,########,CUST-2132,Returning,Northeast,NJ,Mechanical Keyboard,Electronics,1,89.53,0,Retail Store,PayPal,Standard,No,1
ORD-111902,3/7/2025,CUST-2597,Returning,Southwest,OK,Backpack,Clothing,1,47.4,0.1,Corporate,Debit Card,Next Day,No,5
ORD-103152,########,CUST-4728,Returning,West,CA,Bluetooth Speaker,Electronics,2,71.8,0,Retail Store,Credit Card,Express,No,4
ORD-102880,########,CUST-4180,Returning,Southwest,OK,Desk Lamp,Home & Office,2,42.51,0,Online,PayPal,2-Day,No,5
ORD-100934,########,CUST-4155,Returning,Midwest,IL,Standing Desk,Home & Office,3,309.84,0.1,Online,Bank Transfer,Express,No,4
ORD-110706,1/4/2026,CUST-5171,RETURNING,midwest,IL,Office Chair,Home & Office,3,184.45,0.05,Online,Debit Card,Express,No,3
ORD-108157,1/7/2026,CUST-2298,New,Northeast,NJ,Jacket,clothing,1,120.17,0.15,Retail Store,Bank Transfer,2-Day,No,5
ORD-111806,########,CUST-1096,New,West,CA,Jeans,Clothing,2,63.2,0,Online,Apple Pay,Standard,No,5
ORD-105252,4/1/2026,CUST-6772,New,Midwest,IL,T-Shirt,Clothing,4,24.03,0,Online,Debit Card,Standard,No,5
ORD-107556,########,CUST-2382,Returning,SOUTHEAST,TN,Mechanical Keyboard,Electronics,3,93.35,0.1,Online,Apple Pay,Standard,No,4
ORD-111209,########,CUST-2920,Returning,Southwest,OK,Backpack,Clothing,2,51.61,0.1,Online,Apple Pay,Express,No,5
ORD-106931,########,CUST-5877,New,Southeast,FL,Desk Lamp,Home & Office,1,42.87,0.15,Corporate,Debit Card,Standard,Yes,4
ORD-106278,########,CUST-1989,Returning,West,OR,Monitor Stand,Home & Office,2,62.93,0,Retail Store,PayPal,Standard,No,2
ORD-105154,########,CUST-4053,Returning,Southeast,GA,Monitor Stand,Home & Office,2,63.63,0,Online,Bank Transfer,Express,No,5
ORD-101781,7/4/2026,CUST-2005,Returning,Midwest,MN,Mechanical Keyboard,Electronics,1,98.01,0.15,Retail Store,Credit Card,Standard,No,3
ORD-108423,########,CUST-5470,New,Southeast,TN,Backpack,Clothing,1,53.08,0.2,Online,PayPal,Express,No,5
ORD-102720,1/4/2026,CUST-4014,Returning,Northeast,NY,Fitness Tracker,Fitness,1,74.11,0.1,Retail Store,Bank Transfer,Standard,No,4
ORD-107513,########,CUST-4492,Returning,Southwest,OK,Mechanical Keyboard,Electronics,3,96.58,0,Online,Credit Card,Next Day,No,4
ORD-108438,3/9/2025,CUST-1904,Returning,West,OR,Yoga Mat,Fitness,2,32.78,0,Retail Store,Bank Transfer,Express,No,4
ORD-100889,########,CUST-5190,Returning,Midwest,MN,USB-C Hub,Electronics,2,42.31,0.15,Corporate,Debit Card,Standard,Yes,3
ORD-100040,########,CUST-4044,New,Northeast,CT,Backpack,Clothing,1,49.26,0.2,Online,Apple Pay,Standard,No,4
ORD-111674,########,CUST-1969,Returning,Southeast,TN,Bluetooth Speaker,Electronics,1,68.03,0,Marketplace,Credit Card,Express,No,4
ORD-107787,########,CUST-2000,Returning,Midwest,MN,Dumbbell Set,Fitness,1,130.95,0,Marketplace,Debit Card,Standard,No,5
ORD-101790,########,CUST-2644,New,northeast,NJ,Bluetooth Speaker,Electronics,1,75.43,0,Retail Store,Bank Transfer,Standard,No,5
ORD-112231,########,CUST-3022,Returning,northeast,NJ,Jeans,Clothing,2,61.13,0.2,Online,Debit Card,Express,No,3
ORD-108245,########,CUST-4671,VIP,West,WA,Desk Lamp,Home & Office,2,47.58,0,Retail Store,Debit Card,Standard,No,5
ORD-110812,########,CUST-1978,Returning,West,OR,Monitor Stand,Home & Office,1,60.9,0,Online,Bank Transfer,Express,No,3
ORD-100456,5/4/2025,CUST-5376,Returning,West,NV,USB-C Hub,Electronics,2,39.53,0,Online,Bank Transfer,2-Day,No,4
ORD-111162,########,CUST-1795,New,Midwest,MN,Smart Watch,Electronics,1,142.7,0.15,Online,Apple Pay,Express,No,5
ORD-108789,########,CUST-4983,VIP,Southeast,TN,Hoodie,Clothing,2,54.86,0.2,Retail Store,Credit Card,Standard,No,5
ORD-106261,########,CUST-5966,New,Northeast,MA,Standing Desk,Home & Office,1,307.18,0.1,Retail Store,PayPal,,No,5
ORD-105438,########,CUST-2230,Returning,Southwest,OK,Foam Roller,Fitness,4,27.41,0,Retail Store,Apple Pay,Standard,No,4
ORD-111875,########,CUST-5588,Returning,Southeast,VA,Desk Lamp,Home & Office,1,43.41,0.1,Corporate,Credit Card,Express,No,4
ORD-105137,8/8/2025,CUST-6547,VIP,Northeast,CT,Hoodie,Clothing,2,55.97,0.1,Online,Apple Pay,Standard,No,5
ORD-103058,########,CUST-2097,Returning,West,CA,Jeans,Clothing,2,$64.49,0.05,Online,PayPal,Express,No,4
ORD-105763,########,CUST-1897,Returning,West,WA,Wireless Headphones,Electronics,5,86.93,0,Marketplace,Debit Card,Standard,No,5
ORD-107486,########,CUST-5486,Returning,Midwest,MI,T-Shirt,Clothing,1,23.53,0,Online,Bank Transfer,Standard,No,4
ORD-111010,########,CUST-5706,New,Midwest,MN,Wireless Mouse,ELECTRONICS,2,34.29,0.2,Online,Apple Pay,Standard,No,5
ORD-108701,1/5/2026,CUST-1327,New,Midwest,OH,Jeans,Clothing,1,63.9,0,Corporate,Apple Pay,Standard,No,5
ORD-101544,########,CUST-2062,New,West,OR,USB-C Hub,Electronics,1,39.1,0,Marketplace,PayPal,2-Day,No,5
ORD-105648,4/5/2026,CUST-5631,VIP,Southwest,TX,Desk Lamp,Home & Office,1,45.74,0.05,Online,Credit Card,Standard,Yes,4
ORD-106984,########,CUST-5621,Returning,Southwest,TX,Hoodie,Clothing,2,50.99,0,Online,PayPal,Express,No,4
ORD-110467,########,CUST-1461,New,Southeast,TN,Backpack,Clothing,2,46.23,0.05,Online,PayPal,2-Day,No,5
ORD-102707,########,CUST-2752,Returning,Midwest,OH,Mechanical Keyboard,Electronics,1,96.28,0,Retail Store,Apple Pay,Express,No,
ORD-108465,########,CUST-2838,New,Southeast,GA,T-Shirt,Clothing,3,24.8,0.05,Marketplace,Apple Pay,Standard,Yes,5
ORD-105381,5/7/2026,CUST-1972,Returning,Southwest,TX,Standing Desk,Home & Office,2,326.76,0.1,Online,Credit Card,Standard,No,5
ORD-110243,########,CUST-1432,Returning,Southwest,TX,Wireless Headphones,Electronics,2,83.77,0.05,Online,Debit Card,Standard,No,5
ORD-106798,########,CUST-2956,New,Midwest,MI,Backpack,Clothing,5,49.02,0,Retail Store,Credit Card,Standard,No,5
ORD-110709,7/7/2025,CUST-4856,New,Southwest,TX,Wireless Headphones,Electronics,1,92.98,0.1,Online,Apple Pay,2-Day,No,3
ORD-100180,########,CUST-4557,New,west,WA,T-Shirt,Clothing,3,23.99,0.1,Online,Credit Card,Standard,No,3
ORD-106429,########,CUST-5405,Returning,West,OR,Wireless Headphones,Electronics,1,$92.04,0.15,Marketplace,Bank Transfer,Express,No,4
ORD-103320,########,CUST-1658,Returning,Southeast,FL,Fitness Tracker,Fitness,4,82.6,0.1,Online,Apple Pay,Express,No,4
ORD-101700,########,CUST-5336,New,West,CA,Resistance Bands,Fitness,1,24.16,0.1,Marketplace,Credit Card,Standard,No,4
ORD-107521,########,CUST-1026,Returning,Northeast,CT,Dumbbell Set,Fitness,1,133.19,0.05,Retail Store,Debit Card,Next Day,No,3
ORD-100903,########,CUST-3468,New,,OK,Fitness Tracker,Fitness,3,74.51,0,Marketplace,Credit Card,Standard,No,4
ORD-100858,########,CUST-2302,New,Midwest,IL,Standing Desk,Home & Office,4,306.58,0.15,Marketplace,Debit Card,Standard,No,5
ORD-103850,########,CUST-4249,Returning,West,CA,Mechanical Keyboard,Electronics,1,89.01,0,Online,Apple Pay,Standard,No,5
ORD-101028,########,CUST-3101,Returning,Southeast,GA,Standing Desk,Home & Office,1,327.86,0,Online,PayPal,Standard,No,5
ORD-103521,4/4/2026,CUST-3995,Returning,Northeast,NJ,Water Bottle,Fitness,1,19.68,0,Online,Apple Pay,Express,No,4
ORD-101756,########,CUST-6422,Returning,Midwest,MI,Jeans,Clothing,1,61.78,0.1,Online,Apple Pay,Standard,No,4
ORD-102150,6/4/2026,CUST-3481,Returning,Midwest,MN,USB-C Hub,Electronics,2,$36.94,0.1,Marketplace,PayPal,Express,No,4
ORD-103300,########,CUST-4677,Returning,NORTHEAST,NJ,Mechanical Keyboard,Electronics,4,94.41,0,Corporate,Apple Pay,Standard,No,
ORD-108724,########,CUST-5838,Returning,Southwest,NM,Hoodie,Clothing,1,53.98,0,Marketplace,Bank Transfer,Standard,No,4
ORD-101529,########,CUST-2543,Returning,Southeast,NC,Standing Desk,Home & Office,1,350.14,0.2,Retail Store,Debit Card,Express,No,3
ORD-105812,5/1/2026,CUST-4328,Returning,Southeast,NC,Water Bottle,Fitness,1,18.6,0,Online,Debit Card,Express,No,5
ORD-102804,########,CUST-3431,New,Midwest,OH,Mechanical Keyboard,electronics,4,97.79,0.2,Online,Credit Card,2-Day,No,5
ORD-109942,8/9/2025,CUST-5560,Returning,West,OR,Desk Lamp,Home & Office,1,41.45,0,Corporate,Credit Card,Standard,No,4
ORD-109511,########,CUST-3656,VIP,West,AZ,Jacket,Clothing,1,113.39,0,Online,Apple Pay,Standard,No,5
ORD-110755,########,CUST-4358,VIP,Midwest,OH,Running Shoes,Clothing,1,82.77,0.1,Online,Debit Card,Express,No,4
ORD-110952,########,CUST-1897,Returning,West,CA,USB-C Hub,Electronics,1,40.92,0.05,Marketplace,PayPal,Standard,Yes,4
ORD-111703,########,CUST-4325,Returning,Northeast,MA,Bluetooth Speaker,ELECTRONICS,1,74.56,0.15,Retail Store,Debit Card,Express,No,5
ORD-104364,6/1/2026,CUST-4618,New,West,CA,Mechanical Keyboard,Electronics,2,$100.72,0.1,Online,Bank Transfer,Standard,No,5
ORD-109497,8/3/2025,CUST-1830,Returning,West,AZ,Monitor Stand,Home & Office,1,63.8,0.05,Retail Store,Apple Pay,Standard,No,5
ORD-108866,########,CUST-1524,New,Southwest,TX,Smart Watch,Electronics,1,161.87,0,Online,Bank Transfer,Standard,No,4
ORD-107899,########,CUST-3192,Returning,Northeast,CT,T-Shirt,Clothing,4,23.77,0.05,Marketplace,Apple Pay,Next Day,No,5
ORD-104733,1/5/2026,CUST-2576,VIP,Northeast,PA,Fitness Tracker,Fitness,1,84.78,0.1,Online,Credit Card,Standard,No,5
ORD-102726,4/1/2026,CUST-1660,Returning,West,AZ,Monitor Stand,Home & Office,2,59.57,0,Online,Apple Pay,2-Day,No,3
ORD-108851,########,CUST-3895,Returning,Midwest,IL,Office Chair,Home & Office,3,205.16,0.1,Online,Apple Pay,Next Day,No,5
ORD-103328,7/5/2025,CUST-4021,Returning,Southwest,TX,Hoodie,Clothing,1,58.42,0.1,Online,Credit Card,Standard,No,5
ORD-108093,########,CUST-5125,Returning,Southeast,FL,Dumbbell Set,Fitness,2,131.22,0,Online,PayPal,Next Day,Yes,5
ORD-101076,########,CUST-2936,returning,west,AZ,Yoga Mat,Fitness,1,37.03,0,Online,Apple Pay,Standard,No,5
ORD-105859,########,CUST-1035,Returning,Southeast,VA,Hoodie,Clothing,2,53.65,0,Retail Store,PayPal,2-Day,No,2
ORD-105249,########,CUST-3442,Returning,Southwest,NM,Smart Watch,Electronics,1,159.28,0.1,Retail Store,Bank Transfer,Standard,No,5
ORD-101785,########,CUST-3425,,West,OR,Backpack,Clothing,1,46.79,0,Online,PayPal,2-Day,No,5
ORD-104185,########,CUST-6764,Returning,West,WA,USB-C Hub,Electronics,2,36.87,0.05,Online,Debit Card,Express,No,3
ORD-108259,########,CUST-6463,New,Midwest,MN,T-Shirt,Clothing,1,$23.29,0,Retail Store,Bank Transfer,Standard,No,3
ORD-112204,########,CUST-6537,Returning,Midwest,MO,Fitness Tracker,Fitness,2,77.54,0,Retail Store,Apple Pay,Express,No,
ORD-100347,4/4/2025,CUST-5301,New,Southwest,TX,Wireless Headphones,Electronics,1,88.81,0,Online,Credit Card,Express,No,5
ORD-107126,7/2/2025,CUST-4299,Returning,West,OR,Water Bottle,fitness,1,21.11,0,Online,PayPal,Express,Yes,4
ORD-107003,########,CUST-5866,New,Southwest,OK,Resistance Bands,Fitness,1,24.48,0,Retail Store,Bank Transfer,Next Day,No,5
ORD-111504,########,CUST-2174,Returning,Midwest,MN,Water Bottle,Fitness,2,20.54,0,Corporate,Debit Card,Standard,No,5
ORD-100819,########,CUST-4470,Returning,Southeast,VA,Office Chair,Home & Office,1,188.43,0,Retail Store,Debit Card,Express,No,3
ORD-100939,########,CUST-5006,VIP,Northeast,NJ,USB-C Hub,Electronics,1,38.57,0,Online,Credit Card,Standard,No,
ORD-112097,########,CUST-2113,Returning,Southeast,NC,Dumbbell Set,Fitness,1,132.86,0,Retail Store,Apple Pay,Express,Yes,2
ORD-109637,########,CUST-2228,Returning,West,AZ,Wireless Headphones,Electronics,1,89.8,0.15,Retail Store,Bank Transfer,Standard,No,2
ORD-104955,########,CUST-5161,Returning,West,OR,Smart Watch,Electronics,2,154.75,0.1,Online,PayPal,Next Day,No,5
ORD-108015,########,CUST-3479,Returning,West,OR,Backpack,Clothing,5,53.37,0,Online,PayPal,Express,No,4
ORD-109735,########,CUST-1453,Returning,Midwest,OH,Office Chair,Home & Office,2,178.92,0.2,Online,PayPal,2-Day,No,4
ORD-101418,7/1/2026,CUST-6733,RETURNING,West,WA,Backpack,Clothing,1,46.06,0,Retail Store,Credit Card,Standard,No,
ORD-105284,########,CUST-6687,Returning,West,CA,Mechanical Keyboard,Electronics,3,98.72,0.1,Online,Bank Transfer,Standard,No,5
ORD-111138,########,CUST-1092,New,Northeast,NJ,Standing Desk,Home & Office,2,$321.43,0,Retail Store,Apple Pay,Standard,No,4
ORD-110705,########,CUST-2312,New,West,NV,Desk Lamp,Home & Office,1,$42.04,0.2,Online,Debit Card,Standard,No,
ORD-109926,########,CUST-5776,Returning,Northeast,MA,Office Chair,Home & Office,1,202,0,Marketplace,Credit Card,Next Day,No,
ORD-110592,########,CUST-2362,Returning,Midwest,OH,Wireless Mouse,Electronics,5,36.92,0,Online,Bank Transfer,Standard,No,5
ORD-107925,########,CUST-2268,Returning,Northeast,PA,Smart Watch,Electronics,1,143.07,0.05,Online,Apple Pay,Standard,No,4
ORD-101890,########,CUST-1865,new,Southeast,NC,Wireless Headphones,Electronics,1,89.3,0.1,Online,Debit Card,Standard,No,
ORD-106976,########,CUST-4681,Returning,Southeast,FL,Desk Organizer,Home & Office,1,23.2,0.15,Corporate,Debit Card,2-Day,No,5
ORD-100503,########,CUST-6606,New,Southeast,VA,Jacket,Clothing,3,119.54,0,Retail Store,Apple Pay,Standard,No,4
ORD-107029,########,CUST-3715,Returning,Midwest,MO,Standing Desk,Home & Office,4,337.7,0.05,Online,Bank Transfer,Express,No,5
ORD-105552,########,CUST-2949,Returning,Northeast,NY,Backpack,Clothing,1,52.6,0,Marketplace,Apple Pay,Standard,No,5
ORD-101066,########,CUST-2498,Returning,West,CA,Standing Desk,Home & Office,1,339.55,0.1,Online,Apple Pay,Standard,No,4
